	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
167																					195	0.1487451743405782	0.010132700570331492	298	3.0195447699587845						100	0.12245884902117428	0.017520139135517178	376.0	6.587572314954459																																																																	
168																					224	-0.148255381279903	0.010386000146682126	298	3.0950280437112734						289	-0.12221875017510694	0.017744186820323724	376.0	6.6718142444417206																																																																	
169																					163	0.14804498419620088	0.010496518662281724	298	3.1279625613599538						297	0.12219243535020935	0.017768893840952718	376.0	6.681104084198222																																																																	
170																					146	-0.1478369728312219	0.010606805967961005	298	3.1608281784523795						11	-0.12204882996290863	0.017904254811734025	376.0	6.7319998092119935																																																																	
171																					277	0.14681988787926376	0.011160958416899383	298	3.3259656082360163						277	0.12198311824997546	0.017966493466904983	376.0	6.755401543556274																																																																	
172																					164	0.1466289114973848	0.011267817581466626	298	3.3578096392770544						93	-0.1214746799748028	0.018454472468054577	376.0	6.938881647988521																																																																	
173																					34	0.1465199140844468	0.011329210424272826	298	3.3761047064333023						143	0.12143827435733957	0.01848985224577814	376.0	6.95218444441258																																																																	
174																					230	0.14647066084917965	0.011357049124556796	298	3.3844006391179255						8	-0.12120502522443133	0.018717934799077355	376.0	7.037943484453085																																																																	
175																					7	0.1460628372694598	0.011589888434879405	298	3.4537867535940627						270	0.12045327026981187	0.01946980163369147	376.0	7.320645414267992																																																																	
176																					52	0.14499155203410208	0.012221709084241984	298	3.6420693071041113						28	0.12038852885975666	0.019535765024403764	376.0	7.345447649175815																																																																	
177																					27	0.14465096831697136	0.012428842323304422	298	3.7037950123447176						112	-0.12037024648665651	0.019554427644531528	376.0	7.352464794343854																																																																	
178																					97	-0.14456112195198498	0.012483997340009158	298	3.7202312073227293						247	0.12028224952677655	0.019644471974425325	376.0	7.386321462383922																																																																	
179																					236	0.1442710572558501	0.012663537360363231	298	3.773734133388243						144	0.11991938116017313	0.02001960384725833	376.0	7.527371046569132																																																																	
180																					35	0.14327959395064468	0.0132945053204983	298	3.9617625855084935						37	0.11967323321893461	0.02027760163882375	376.0	7.62437821619773																																																																	
181																					197	-0.14322707955043026	0.01332868341093665	298	3.971947656459122						125	0.11907156823276252	0.0209204255744139	376.0	7.866080015979627																																																																	
182																					78	0.14300063589995854	0.01347694689887181	298	4.0161301758637995						64	-0.11886449093732143	0.02114572378892304	376.0	7.950792144635063																																																																	
183																					81	-0.14293346558265466	0.013521204454449919	298	4.0293189274260754						41	0.1176251303785691	0.022538630676367202	376.0	8.474525134314067																																																																	
184																					24	-0.14266066089292725	0.0137022674033957	298	4.083275686211919						225	-0.11628087465066897	0.024138556929799555	376.0	9.076097405604633																																																																	
185																					12	0.14210941867026997	0.014074645088975287	298	4.194244236514636						265	0.11617910686240666	0.02426357829885456	376.0	9.123105440369315																																																																	
186																					249	0.1418607131573542	0.014245540784207936	298	4.245171153693965						124	0.11571074922691801	0.024846186521055136	376.0	9.34216613191673																																																																	
187																					55	0.14185392001113625	0.014250234075460676	298	4.246569754487282						148	0.11552146412416602	0.025085047175109797	376.0	9.431977737841283																																																																	
188																					290	-0.1409212720215713	0.014907612394564023	298	4.442468493580079						230	-0.11440492609145807	0.026534684140969385	376.0	9.977041237004489																																																																	
189																					264	0.13986584257882376	0.015683461127071432	298	4.673671415867287						128	-0.11408191282998875	0.026967276902714693	376.0	10.139696115420724																																																																	
190																					119	-0.13938381144911288	0.01604940687830986	298	4.782723249736339						16	0.11386388927228748	0.02726267902359785	376.0	10.250767312872792																																																																	
191																					39	-0.13902103463812374	0.016329722054370378	298	4.866257172202372						46	0.11372272974991492	0.027455417002197825	376.0	10.323236792826382																																																																	
192																					161	-0.13796297828193307	0.017171859917016072	298	5.117214255270789						284	-0.11191227572967177	0.03003306213048021	376.0	11.292431361060558																																																																	
193																					142	0.13754740719933709	0.01751285069149432	298	5.218829506065307						12	-0.11161071287807194	0.030481945405333596	376.0	11.461211472405433																																																																	
194																					8	0.13714615069079136	0.017847685285723038	298	5.3186102151454655						96	-0.10958978972459243	0.03364074613003987	376.0	12.64892054489499																																																																	
195																					114	0.1368678274743992	0.018083201686897903	298	5.3887941026955755						235	0.10949078931948417	0.03380240148032833	376.0	12.70970295660345																																																																	
196																					18	0.13684365023324344	0.018103787664912475	298	5.394928724143917						268	-0.1091707893899934	0.03432945421945973	376.0	12.907874786516858																																																																	
197																					23	-0.1368053121496718	0.018136472909751726	298	5.404668927106014						65	0.10881636997002797	0.034921344176910896	376.0	13.130425410518496																																																																	
198																					11	0.13605438151077018	0.018787127230984885	298	5.598563914833496						78	-0.10805724483623212	0.03621835384136549	376.0	13.618101044353425																																																																	
199																					201	-0.13590378196418937	0.018920034350832823	298	5.638170236548182						260	-0.10749813931542718	0.03719957145327016	376.0	13.987038866429579																																																																	
200																					211	0.13372505294558132	0.02093631528739818	298	6.239021955644657						217	0.10715195289999392	0.0378183485764738	376.0	14.219699064754149																																																																	
201																					40	0.1332052852592614	0.02144398649759239	298	6.390307976282532						261	-0.10705827649076446	0.0379872781857511	376.0	14.283216597842413																																																																	
202																					286	-0.1329426864374987	0.0217045047489902	298	6.467942415199079						135	-0.10671792732200405	0.038606430319894906	376.0	14.516017800280485																																																																	
203																					187	0.13285557982671492	0.021791524441430555	298	6.4938742835463055						255	0.10545761009333496	0.04097404760393372	376.0	15.40624189907908																																																																	
204																					245	0.13244618153340934	0.022204572214002585	298	6.616962519772771						142	-0.10471141854271332	0.04243274696882589	376.0	15.954712860278534																																																																	
205																					273	-0.13173161205275305	0.02294175319362771	298	6.836642451701057						152	0.10351495589853595	0.044862870070045635	376.0	16.86843914633716																																																																	
206																					128	0.13167259060741537	0.023003577216347926	298	6.855066010471682						62	0.10332415365362592	0.04526101243236201	376.0	17.018140674568116																																																																	
207																					60	-0.1313241089955215	0.023371548489010262	298	6.964721449725058						213	-0.10135898339314095	0.04953703497565434	376.0	18.625925150846033																																																																	
208																					65	0.13091374127248695	0.023811374835969887	298	7.095789701119026																																																																											
209																					237	-0.13074377874546989	0.023995619647667804	298	7.1506946550050055																																																																											
210																					278	0.12979440382016658	0.025047556541338334	298	7.464171849318824																																																																											
211																					157	0.12843253084879527	0.02662579340662684	298	7.934486435174799																																																																											
212																					76	0.12830818723795193	0.02677405918116039	298	7.9786696359857965																																																																											
213																					123	-0.1281076745690233	0.027014642168441114	298	8.050363366195452																																																																											
214																					295	0.12770605641284383	0.027502107410713114	298	8.195628008392507																																																																											
215																					270	0.12714454330361627	0.02819628933459468	298	8.402494221709215																																																																											
216																					279	-0.1263255319676038	0.029235717425236073	298	8.71224379272035																																																																											
217																					46	0.1263149306555384	0.029249384037643714	298	8.716316443217828																																																																											
218																					221	-0.12628711103996731	0.029285273523745405	298	8.727011510076132																																																																											
219																					77	0.12599281024396705	0.029667259107966873	298	8.840843214174129																																																																											
220																					165	0.12422625166298136	0.03205087622338592	298	9.551161114569004																																																																											
221																					9	-0.12366919040127151	0.03283560549109175	298	9.78501043634534																																																																											
222																					261	-0.12039432102181177	0.03778728335856454	298	11.260610440852233																																																																											
223																					129	0.11944167242506551	0.03934125937608914	298	11.723695294074565																																																																											
224																					69	0.11938426471451347	0.039436603607540054	298	11.752107875046937																																																																											
225																					223	0.11927156064067905	0.03962435323928327	298	11.808057265306413																																																																											
226																					233	0.11871231239220506	0.04056718600798232	298	12.089021430378732																																																																											
227																					118	-0.1184280580690833	0.04105361677426637	298	12.233977798731377																																																																											
228																					98	-0.11765199522002459	0.0424067533000913	298	12.637212483427207																																																																											
229																					235	0.11760681278345525	0.04248667583234967	298	12.661029398040201																																																																											
230																					84	0.11748629164448923	0.04270048405127128	298	12.724744247278842																																																																											
231																					285	0.11520302114934028	0.046925207437618875	298	13.983711816410425																																																																											
